word,meaning,commentary,example,example_meaning,Wordtype
rearrange,〈物〉を並べ換える；〈会議など〉の予定を組み直す.,"(以前とは別の様式で)…‘を'整理し直す,配列し直す","It is said that Tottori Prefecture was consolidated with Shimane Prefecture for a certain period (Tottori Prefecture was rearranged on September 12, 1881).",一時期鳥取県は島根県と合併（鳥取県は（1881年）9月12日再配置）することになったと言われている。,TSL
reassure,安心させる；元気付ける,〈人〉‘に'自信を取り戻させる,"Mrs. Kearney was somewhat reassured, but be thought well to tell her husband part of her suspicions.
","カーニー 夫人 は いくぶん 安心 し た が 、 疑い の 一部 を 夫 に 話し た 方 が 良い と 考え た 。
",TSL
recipe,調理法；原因；秘訣,"(食物・飲物などの)作り方,処方《+『for』+『名』》 
(…の)秘けつ,妙法《+『for』+『名』》",The recipe serves six people.,その作り方の分量は六人分です。,TSL
redecorate,"【動/他】を改装する,を模様替えする【動/自】改装する,模様替えする","【動/他】（建物の内部）を改装する,を模様替えする
【動/自】改装する,模様替えする","Further, Kuroha 69001 and 69002, transferred to Kanto region, were transferred to Akashi and were redecorated, along with Kuha 55, formerly Kuroha 69, so that they restored to their prewar state.",さらに、関東に転出していたクロハ69001、002を明石に呼び帰し、併せて旧クロハ69のクハ55ともども、戦前並みに復元する工事を実施した。,TSL
referral,照会,"〈U〉参照(照会,委託,言及)すること;〈C〉参照(照会,委託,言及)された人(事) 
〈C〉推薦された人",Thank you for your referral.,紹介ありがとう。,TSL
refrigerator,冷蔵庫,"『冷蔵庫』;冷凍室(また《おもに英話》fridge,《米古》icebox)",Refer to the instruction manual if you need to fix the refrigerator.,冷蔵庫を修理するなら取扱い説明書を参考にしなさい。,TSL
relaxation,くつろぎ,"(…を)ゆるめること,緩和すること;(…を)ゆるみ;(規則などの)緩和,軽減《+『of』+『名』》 
休養,くつろぎ,気晴らし,娯楽(diversion)",Some people can obtain relaxation from reading.,読書からくつろぎを得る事が出来る人もいる。,TSL
reliability,【名/U】信頼できること；確実性,【名/U】信頼できること；確実性,He has a good name for reliability.,彼は信頼できるという評判だ。,TSL
relocate,再配置する；新しい場所に移す[移る],"〈人・物〉‘を'移す;《米》…‘を'疎開させる 
〈人・物が〉移る;《米》疎開する",She will be relocated to New Zealand.,ニュージーランドへ転勤になります。,TSL
relocation,移転,"移動,配置転換;《米》[強制]疎開","Oharano-jinja Shrine was founded in 784 when the divided deity of Kasuga-jinja Shrine (now Kasuga-jinja Shrine, an ancestral shrine of the Fujiwara clan) in Nara was enshrined during the relocation of the capital to the city of Nagaoka-kyo.",大原野神社は延暦3年（784年）、長岡京遷都時に、奈良の春日神社（現・春日大社、藤原氏の氏神）の分霊を祀ったものである。,TSL
reminder,思い出させるもの；通知；督促状,思い出させる人(もの);(思い出させるための)助言;催促状,This is a friendly reminder about an overdue invoice.,支払い請求書があることのお知らせです。,TSL
removal,"【名/U】除去：《...を》移動すること《of》；《...の》解任《of》【名/C】移転,引っ越し ","【名/U】（不要なものの）除去,撤去,撤退,摘出
(…か,…を)移動すること《+『of』+『名』》 
(…の)解任,免職(dismissal)《+『of』+『名』》
【名/C】移転,引っ越し 
",We carry out treatments like whitening. We also do tobacco stain removal and other cleaning procedures.,ホワイトニングなどの治療を行います。 ヤニ取りなどのクリーニングも行っています。,TSL
repeatedly,【副】繰り返して,"繰り返して,再三再四",He repeatedly bashed the drunkard with his stick.,彼はステッキで酔っ払いを何回も何回もたたきつけた。,TSL
repetition,繰り返すこと；反復；暗唱；再発,"(…‘を')『繰り返すこと,反複すること』;(…の)暗唱《+『of』+『名』》 
(;の)写し,複写,模写(copy),模倣《+『of』+『名』》",You're wasting your time with all this needless repetition so spare us the long-winded explanation.,同じことを何回繰り返すの。屋上屋を架すようなくどい説明は勘弁してよ。,TSL
replacement,"【名/U】置き換わること,取り替えること,置換【C】代理","置き換わること,取り替えること,元へ戻すこと;返済・置き換わる物(人),代理;補充員補充物",She went to apply for a replacement.,彼女は再発行を申し出た。,TSL
reschedule,【動/他】を延期する；を変更する；の返済を延期する,"【動/他】《予定・日程など》を延期する；を変更する
《借金》の返済を延期する；返済予定を組み換える",We had to reschedule the doctor's appointment,我々は、医者の指名の予定を変更しなければならなかった,TSL
reservation,予約,"〈C〉《おもに米》(劇場の座席・ホテルなどの)『予約』,指定;予約されたもの(こと) 
〈C〉《米》(インディアン・軍隊などの)指定保留地 
〈C〉〈U〉(…についての)疑い,心配《+『about』+『名』(do『ing』)》 
〈C〉〈U〉留保,制限,条件",I had to put back the hotel reservations for Rome by three days.,ローマのホテルの予約を、３日ずらさなければならなくなった。,TSL
salad,サラダ,"〈U〉UC〉『サラダ』 
〈U〉(レタスなどの)サラダ菜",She heaped her plate with salad.,彼女はサラダを山のように皿を取った。,TSL
sandwich,サンドイッチ,"『サンドイッチ』 
サンドイッチのようにはさまれた物 
(…の間に)…‘を'はさむ,(時間的に)…‘を'差し込む《+『名』+『between』+『名』》",You really put that much in the sandwich?,そんなに沢山パンに乗るんか？,TSL
scenery,風景,"《集合的に》『風景』,景色 
(劇・映画などの)舞台装置,舞台背景,道具立て",The scenery diverted the driver's attention from the road.,風景に気を取られて運転者は道路から目をそらした。,TSL
seasonal,季節的,"季節の,季節的,季節ごとの","Even so, kindergartens are sensitive to seasonal events.",それにしても、幼稚園というところは、季節の行事にとても敏感です。,TSL
seeker,探し求める人；探求者,"(…の)追求者,探求者《+『for』(『after, of』)+『名』》",they are seekers after truth,彼らは真理の探求者だ,TSL
separately,別々に,"分かれて;別々に,単独で","At first we used to go separately, but one day we started going and returning together.",最初は別々だったんですが、ある日一緒に行き帰りするようになりました。,TSL
sew,縫う,"縫い物をする,ミシンをかける 
〈布など〉‘を'『縫う』;(…に)…‘を'縫いつける(込む)《+『名』+『on』(『in,into,inside』)+『名』》 
〈衣服など〉‘を'縫って作る(直す)",2. Sew together the shoulder of the garment body.,２．身頃の肩を縫い合わせる。,TSL
similarity,相似,"〈U〉類似,相似(resemblance) 
〈C〉類似点","Thomas Gagne (tgagne@ix.netcom.com) noticed the similarity between ""seniority wins"" and database heuristics.
","Thomas Gagne < tgagne @ ix . netcom . com > は 、 「 年功 が 勝つ 」 と いう の と データベース の ヒューリスティクス の 類似 性 に 気がつい た 。
",TSL
smoothly,なめらかに,"(またsmooth)滑らかに,円滑に;平隠に",His knowledge of Chinese enabled us to carry out our plan smoothly.,彼は、中国語をしっていたので、私たちは計画を円滑に実行できた。,TSL
sock,靴下,"(こぶしなどで)…‘を'殴る,強打する 
強打 
まともに,じかに",He selected a pair of socks to match his suit.,彼はスーツにあう靴下を選んだ。,TSL
soup,スープ,『スープ』,"It also has a strong flavour, and adds depth to Chinese food such as soups and stir-fries.",味も濃厚で、炒め物、スープなど中華の料理に深みを与えます。,TSL
specification,【名/U】詳説 / 内訳【名/C】仕様書 / 設計書,"〈U〉(…の)詳説,詳述《+『of』+『名』》 
〈U〉明細事項,内訳 
(また《話》specs)〈C〉《通例複数形で》(明細な)仕様書,設計書",Specifications and price are subject to change.,仕様、価格は変更することがあります。,TSL
